c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_market_name;c_name_color;c_price_updated;c_pop
497875919;613245023;3999;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464322949;764
497875919;673213517;1800;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464351920;1666
497875919;673611859;1994;2;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464311730;1382
497875919;673793148;3999;2;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464322862;766
497875919;673840485;3490;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464313025;789
497875919;674472338;2500;3;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464322870;1171
497875919;674541017;2002;1;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464318094;1495
497875919;675391979;1900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464344980;1677
497875919;675921352;3999;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464352919;750
497875919;679637382;3999;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464322907;729
497875919;679941765;3999;1;2;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464322907;736
497875919;680213667;5500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464354388;545
497875919;684325650;3999;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464322768;729
497875919;687340853;2255;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464317027;1327
497875919;701595738;2333;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464326264;1261
497875919;709299908;3900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464348362;738
497875919;713553650;3500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464335125;860
497875919;749963000;4000;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464353253;750
497875919;753027170;2300;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464322306;1239
497875919;760445207;1988;1;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464319383;1516
497875919;1010152884;200000;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464348489;14
497875919;1077997534;3500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464335123;860
497875919;1121643111;3600;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464335141;836
497875919;1197319385;4900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464355327;653
497875919;1286138027;6900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464348007;448
497875919;1413529658;7000;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464345678;1000
497875919;1418746129;2999;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464332547;1000
497875919;1447177072;3500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464335124;860
497875919;1466595041;1995;1;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464310099;1459
497875919;1517839786;5500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464340392;523
497875919;1518442490;2002;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464320727;1505
497875919;1528093507;2300;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464314596;1198
497875919;1557201244;2002;1;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464310090;1486
497875919;1593791598;15355;1;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464307354;201
497875919;1596578737;1988;1;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464312241;1640
497875919;1626734986;2002;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464317769;1495
497875919;1628295434;4500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464340347;679
497875919;1666944074;4500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464340346;639
497875919;1681165470;3500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464335126;860
497875919;1682352992;1995;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464352187;1503
497875919;1711017616;3900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464348411;772
497875919;1717788048;1994;1;1;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464339934;1463
497875919;1718446157;10000;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464338811;1000
497875919;1720272483;1790;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464353161;1675
497875919;1720774590;4900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464347818;614
497875919;1727261157;2255;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464319681;1337
497875919;1733295357;5000;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464345697;1000
497875919;1735196333;3500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464335127;860
497875919;1737189788;3000;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464336280;962
497875919;1737712233;3500;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464336572;824
497875919;1740134660;1900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464345005;1000
497875919;1746897666;1900;1;0;Immortal;Inscribed;13;"Inscribed Merry Wanderer's Brush";CF6A32;1464341581;1000
497875995;497940460;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340346;677
497875995;497956246;10000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464339511;1142
497875995;498034854;47860;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464353318;198
497875995;498163421;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340345;649
497875995;498829987;12000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464351997;790
497875995;498911637;1981900;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464332455;5
497875995;499074106;46065;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335882;211
497875995;499220468;645300;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464332447;14
497875995;499481063;7400;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464343552;1089
497875995;499942413;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335095;641
497875995;500630591;7200;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464311324;1184
497875995;501477070;6600;1;3;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464337465;1649
497875995;560542302;46375;3;17;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464351526;204
497875995;560542543;13100;1;5;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340345;698
497875995;560542596;7500;1;3;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464312254;1220
497875995;560543326;6600;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464352227;1436
497875995;560543558;5000000;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464353878;2
497875995;560543717;10961;1;7;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464333483;819
497875995;560544421;8550;1;3;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464305017;1005
497875995;560544581;11900;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464348370;660
497875995;560545171;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335096;641
497875995;560545559;43700;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464337367;224
497875995;560546447;48875;1;2;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464332631;233
497875995;560546685;100000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464332207;92
497875995;560547598;47570;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464353952;199
497875995;560548178;40205;1;2;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464320801;238
497875995;560554348;11000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464333492;866
497875995;560557727;8300;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464341910;1060
497875995;560558291;7200;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464312568;1193
497875995;560558882;11400;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464333516;835
497875995;560560100;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335096;641
497875995;560563541;13200;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340496;693
497875995;560563928;6600;1;4;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464318119;1365
497875995;560589178;40795;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464352235;232
497875995;560589394;11112;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464336227;1017
497875995;560607814;42445;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464307989;201
497875995;560616608;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464353318;677
497875995;560621999;48875;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464336841;174
497875995;560624846;8500;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464307288;1130
497875995;560625647;16215;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464331204;558
497875995;560627502;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340858;533
497875995;560645006;6801;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464343235;1571
497875995;560645538;6800;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464345493;1165
497875995;560671498;28000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464326691;319
497875995;560678823;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335086;682
497875995;560763991;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335089;690
497875995;560860664;7200;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464312352;1193
497875995;560869201;9800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340901;908
497875995;560880177;11000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464343577;798
497875995;560893521;6700;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464329262;1232
497875995;560903394;9800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340883;908
497875995;560907453;11416;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464333520;644
497875995;560989284;48300;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464338642;216
497875995;561042236;6600;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464314051;1302
497875995;561076189;7500;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464351226;1263
497875995;561135594;7500;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464323094;1287
497875995;561170164;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335097;641
497875995;561217977;7500;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464315935;1229
497875995;561265861;11416;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464333484;834
497875995;561425178;11416;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464333503;924
497875995;561483687;6695;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464351125;1383
497875995;561490266;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464341143;654
497875995;561566661;7500;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464319384;1274
497875995;561601237;42445;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464308712;201
497875995;561750358;6400;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464341641;1784
497875995;561841789;8700;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464337563;1127
497875995;561912999;46500;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464338441;1000
497875995;562320746;7500;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464313608;1145
497875995;563179969;11000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464342190;955
497875995;563595808;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335094;682
497875995;564019549;7200;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464310726;1184
497875995;564246830;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340796;677
497875995;564258855;47500;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464343322;1000
497875995;565338694;6300;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464341769;1000
497875995;574891954;6800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464319917;1405
497875995;598111714;8500;1;2;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464318122;1084
497875995;606655565;8000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464308391;1066
497875995;616501644;9800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340887;1072
497875995;645209490;7000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464342458;1000
497875995;715829712;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340426;675
497875995;768422453;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340811;619
497875995;775387771;20000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464312768;430
497875995;784426775;46120;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464318112;200
497875995;791730225;17700;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464309944;482
497875995;960557248;12000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464349862;772
497875995;966363713;200000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464348510;46
497875995;1006245844;48320;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464349081;1000
497875995;1169518432;6600;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464315369;1397
497875995;1197012499;9800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340880;908
497875995;1202481597;6700;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464314796;1373
497875995;1283238716;20000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464338925;460
497875995;1284170885;11899;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464327150;628
497875995;1330152197;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335092;641
497875995;1340955789;6800;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464334625;1000
497875995;1368463545;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335106;641
497875995;1378868698;12000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464341124;762
497875995;1401801796;7235;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464331023;1000
497875995;1415479734;15000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464327792;620
497875995;1450942150;8000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464348880;1158
497875995;1475605004;6800;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464351812;1394
497875995;1490442550;7000;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464351171;1354
497875995;1490777851;15000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464354432;632
497875995;1514875598;9800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340897;904
497875995;1527761194;6700;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464339787;1366
497875995;1528804625;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464334997;734
497875995;1536811691;7500;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464345477;1047
497875995;1538601390;40000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464355607;236
497875995;1557553399;7500;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464317351;1229
497875995;1564158872;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340335;1000
497875995;1578046851;8500;1;2;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464354174;1115
497875995;1585373665;6600;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464307643;1302
497875995;1602113821;6600;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464315117;1365
497875995;1613927500;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340344;699
497875995;1622655284;20000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335879;445
497875995;1630885122;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335095;641
497875995;1650614806;10893;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464349946;850
497875995;1652084988;15000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464321095;637
497875995;1658920560;6600;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464318220;1397
497875995;1663242161;7699;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464317724;1197
497875995;1665768539;29900;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464346191;293
497875995;1665937358;6300;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464342665;1000
497875995;1690314995;6800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464322494;1202
497875995;1693926373;8500;1;2;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464349311;959
497875995;1694820019;16500;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335778;524
497875995;1702109429;6400;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464341590;1000
497875995;1702858206;14000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464335098;682
497875995;1707995410;6800;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464317550;1356
497875995;1708129224;6400;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464341766;1000
497875995;1712233036;6600;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464312338;1302
497875995;1716556161;13000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464340341;675
497875995;1721052262;6600;1;1;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464342266;1190
497875995;1722580538;6600;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464313444;1302
497875995;1726669631;6800;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464314480;1263
497875995;1729979646;8000;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464355604;1180
497875995;1737702435;6300;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464342901;1000
497875995;1746897672;6300;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464342903;1000
497875995;1747188953;48285;1;0;Immortal;Inscribed;35;"Inscribed Muh Keen Gun";CF6A32;1464348846;1000
497876010;231884742;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464340406;728
497876010;232850717;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464340612;738
497876010;253052728;9900;2;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464340399;683
497876010;253078508;35000;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464311142;185
497876010;253134261;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464341194;676
497876010;253195402;6800;1;5;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464353871;1086
497876010;265506917;35650;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464351773;207
497876010;272992413;6781;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464332827;848
497876010;351634298;6781;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464332950;1062
497876010;352587898;34225;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464353046;216
497876010;428962033;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464340860;719
497876010;449069148;8999;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464308249;721
497876010;504088219;9700;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464326589;785
497876010;512274868;17700;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464309948;389
497876010;515390410;5900;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464344908;1148
497876010;515502186;10810;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464331257;643
497876010;520172058;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464341128;676
497876010;521978887;8500;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464344149;771
497876010;531833568;5000000;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464354131;1
497876010;580192017;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464334994;621
497876010;653972786;32165;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464337330;216
497876010;674912957;6498;2;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464332888;978
497876010;677192636;35650;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464320125;184
497876010;721711035;8900;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464355294;826
497876010;721916651;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464340496;719
497876010;739495225;11000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464354495;617
497876010;744040272;35935;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464319935;182
497876010;777952146;6500;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464311142;999
497876010;801770664;5900;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464352621;1252
497876010;887908277;250000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464348507;28
497876010;974244960;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464335003;676
497876010;974577005;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464340413;728
497876010;976890727;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464341200;621
497876010;1101717336;15000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464349794;483
497876010;1107142631;5618;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464346202;1000
497876010;1114260448;7553;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464352746;978
497876010;1217976520;9999;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464327165;631
497876010;1292861982;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464335617;752
497876010;1401051959;10800;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464353201;684
497876010;1431631450;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464341363;621
497876010;1437344178;37375;1;1;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464324025;1000
497876010;1506717743;9000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464325446;722
497876010;1512814214;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464335054;621
497876010;1519294143;33000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464352073;224
497876010;1577328342;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464341194;621
497876010;1631452560;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464340424;676
497876010;1675769150;10000;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464341296;728
497876010;1681704497;22200;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464309860;292
497876010;1683667164;34500;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464355188;211
497876010;1704911648;16500;1;0;Immortal;Inscribed;2;"Inscribed Rampant Outrage";CF6A32;1464335792;457
